incident_summary,true_label,pred_label,raw_output
"Three PLFI cadres, including an 'area commander', were arrested in Khunti District. PLFI 'area commander' Ganpat Gope alias Ghora, and his seven-eight associates had assembled on the outskirts of Palankir village in Rania, some 50 kilometres from Khunti District headquarters. Acting on a tip-off, the Police raided the village and seeing the Police the rebels opened fire. The Police retaliated and fired around 12 rounds. The rebels tried to flee taking advantage of the darkness but Ghora was caught following a hot chase. His associates, however, managed to give Police the slip. Later, during a search operation, the Police finally arrested Dhaneshwar Nag and Suresh Mahto. A 9mm pistol, cartridges, 11 mobile phones, six Sim cards, two magazines, a tablet, two backpacks and two motorcycles were found during this raid. ""Ghora figures as a named accused in over a dozen criminal cases of serious nature. The criminal antecedents of the other two rebels are being verified,"" SP of Khunti, Anish Gupta said. PLFI is a splinter group of the CPI-Maoist.",Security,Security,Security
"In Malkangiri District, traffic came to a halt on the State highway connecting the District headquarter town with Motu on the Andhra Pradesh border as the Maoists had dug up the road, Malkangiri Superintendent of Police S.K. Gajbhiye said.",Maoist,Maoist,Maoist
"Three CPI-Maoist cadres, carrying reward money of NR 300, 000 each on their heads, were arrested during an anti-Maoist operation carried out by SF personnel in Dantewada District. They were identified as Baman Podiyami (30), Mani Poyam (27) and Budhu Barsa (25). A joint squad of DRG and a team of local Police from Barsoor Police Station arrested the Maoists based on intelligence inputs, Dantewada SP Kamlochan Kashyap said. They were active as 'military platoon members' in Indravati 'area committee' of Abhujmad region.",Security,Security,Security
The CPI-Maoist cadres abducted 100 tribals from Duppatota village under Dornapal Police limits in Dantewada District. Over 150 rifle-carrying Maoists marched villagers into the forest after threatening their family members against following.,Maoist,Maoist,Maoist
"CPI-Maoist cadres carried out a small explosion near the venue of a sports event organised by the Police Department for people along Dhanora-Heti road in Dhanora in Gadchiroli District, Maharashtra.",Maoist,Maoist,Maoist
"Four villagers were shot dead by suspected cadres of the PLFI in Chalgi village of Khuti District. ""The killing seems to be the outcome of an internal rivalry,"" said Khuti Superintendent of Police Prabhat Kumar.",Maoist,Maoist,Maoist
A joint team of STF and Police arrested nine CPI-Maoist cadres including two hardcore ones with weapons from East Champaran District.,Security,Security,Security
"Following the revelation made by Gostho Gope, in a following raid, the Police arrested three other Maoist squad members in Jhargram sub-division in West Midnapore District.",Security,Security,Security
CPI-Maoist cadres killed a 70-year-old farmer and dumped his body in a field at Devgaon village in Aurangabad District.,Maoist,Maoist,Maoist
"Cadres of the PLFI, a breakaway faction of the CPI-Maoist, set ablaze a passenger bus at Taal under Panki Police Station in Palamu District.",Maoist,Maoist,Maoist
"CPI-Maoist cadres blew up a railway track between Hajipur and Sarai stations in Vaishali District (also known as Hajipur), hitting train services in Bihar.",Maoist,Maoist,Maoist
"The Bokaro District Police and Central Reserve Police Force (CRPF) personnel recovered a huge cache of arms and ammunition from Mangra Togri forest of the Jhumra hillocks in the Bokaro District. The arms and ammunition recovered included, three rifles, 12 kilograms of explosives, 135 detonators, eight hand grenades, nine improvised explosive device (IED) electronic circuits, two battery circuits, two wireless sets, VHF set, two walkie-talkies, a map of united Bihar, dozens of Police and military jerseys and Maoist literature.",Security,Security,Security
"Maoists exchanged fire with cadres of the PLFI, a splinter group of the CPI-Maoist, for about two hours at Karamtoli in Gumla District. However, there was no report of any casualty.",Maoist,Maoist,Maoist
A Maoist was arrested from Basaguda Police Station area in Bijapur District in a joint operation by Police and CRPF.,Security,Security,Security
"A woman Maoist surrendered in Koraput District. The woman Maoist identified as Jambo Mandingi alias Walsi (25) of Rajengipadar village under Narayanpatna Police limits was carrying INR 200,000 reward on her head.",Maoist,Maoist,Maoist
More than 20 armed cadres of the CPI-Maoist hacked two villagers to death at Katama village in Gajapati District after accusing them of being Police informers.,Maoist,Maoist,Maoist
"A top Maoist was arrested and three landmines were recovered from different areas of Jharkhand, Police said. The Maoist, identified as Joseph, was arrested from a village in Gumla District during a combing operation by the SFs, they said, adding he was an expert in making IEDs.",Security,Security,Security
Security personnel recovered a 5 kg IED planted by the CPI-Maoist cadres in Palamau District.,Maoist,Maoist,Maoist
"Two Maoists carrying cash reward of INR 100,000 each on their heads, were arrested from separate places in Dantewada District. While a cadre identified as Madvi Mangu (23) was apprehended from Surnar forest under Katekalyan Police Station limits, another Maoist Hapka Raju was arrested from Dantewada town, Dantewada SP Kamlochan Kashyap said.",Security,Security,Security
"A CPI-Maoist cadre, identified as Rajanna, of the Maddimalla dalam is killed in an encounter with the Police on the outskirts of Veernapalli in Karimnagar District.",Unknown,Maoist,Maoist
"A SPO was killed and eight others, including an assistant Sub-Inspector and three civilians were injured when armed cadres of the CPI-Maoist opened fire at them at the site of the construction of a culvert between Usoor and Awapalli in Bijapur District.",Maoist,Maoist,Maoist
"A CPI-Maoist cadre, identified as Gobardhan Singh alias Muna (28), was arrested on charges of extortion in Bhatachhatar forest area under Moroda Police Station limit in Mayurbhanj District.",Security,Security,Security
A CRPF trooper of the 159th battalion and two CPI-Maoist cadres were killed and nine SF personnel were injured in an encounter between the SFs and armed Maoists in Balthar forests in Gaya District.,Unknown,Unknown,Unknown
"Suspected CPI-Maoist cadres killed four persons, including two SPO, at a forested hamlet near Pharsegarh in the Bijapur District. According to the report, the extremists opened fire on workers engaged in constructing a road and the Police team that was escorting them. Two other SPOs were injured in the attack. Maoists set ablaze four vehicles engaged for the construction work before leaving.",Maoist,Maoist,Maoist
"CPI-Maoist killed an 18-year-old girl at a village in Khunti District. Police said the body of Birsi Kumari (18) was found by neighbours with two bullet wounds on January 24 at Kitahatu village. Local residents said the girl paid with her life for being a Police informer, but the Police deny the claim.",Maoist,Maoist,Maoist
"A former sarpanch of Sundargarh District, Rabi Pradhan, was attacked by cadres of the CPI-Maoist at Mohulpada under Bonai sub-division.",Maoist,Maoist,Maoist
A former CPI-Maoist cadre and three Policemen of SAP (Anti-Maoist Operation) were arrested by the Police in Gadchiroli District.,Security,Security,Security
"A divisional committee member of the CPI-Maoist, Suresh alias Jairam Harami, surrendered before the Gadchiroli District Police along with a dalam commander, a deputy dalam commander and two dalam members. The surrendered divisional committee member had joined the extremist movement in the early '90s. Additional Director General of Police Pankaj Gupta said, ""We will present their case for surrender benefits before the District Collector's panel after due verification of further details."" ""We are expecting more surrenders in future,"" he added. With this, 287 left-wing extremists have so far surrendered in Gadchiroli District and 11 in Gondia District.",Maoist,Security,Security
"Acting on a tip-off, Police arrested Umesh alias Radheshyam Yadav and Laldas Mochi alias Mukesh, both cadres of the CPI-Maoist in Patna District.",Security,Security,Security
"A CPI-M zonal committee member, Nandalal Mistri was killed by suspected CPI-Maoist cadres at Rajnagar in the Birbhum District. Mistri, the headmaster of Agayabandh Primary School, was on his way to school when three youths fired three rounds at him from close range near Mohisapuri forests, killing him on the spot. Police recovered a few Maoist posters, printed at Burdwan, strewn around the body. Laxmi Narayan Meena, Superintendent of Police (SP) Birbhum aid, ""Following the incident, the Police have sealed the District's border with Jharkhand. A relative of the deceased has lodged a complaint at the local Police station. Investigations are on but no one has been arrested so far.""",Maoist,Maoist,Maoist
"The CPI-Maoist cadres opened fire on a Police party who were conducting combing operations in the Golaguda area in the Bijapur District. However, no loss of life or injuries was reported.",Security,Maoist,Maoist
"The CPI-Maoist cadres killed a local trader in the interiors of Chhattisgarh, accusing him of being a Police informer, officials said on October 27. The incident took place in the Bhopalpattanam area, more than 500 kilometers from State capital Raipur, in Bijapur District late in the night of October 26. A local hosiery shop owner, Sheikh Ahmed, 44, was abducted early this month and his dead body was recovered alongside a road in Bhopalpattanam area, Police officials told IANS. Police found some pamphlets at the incident site where the body was dumped which stated the trader was acting as a Police informer for several years. The deceased originally belonged to Sironcha locality in Maharashtra that shares a border with Bhopalpattanam. Police claim that cases of civilians being killed by Maoists on charges of being Police informers have been on the rise in Chhattisgarh in the recent months.",Maoist,Maoist,Maoist
"A CPI-Maoist cadre, identified as Naveen, surrendered to Police along with his weapons in Narayanpur District of Chhattisgarh. Naveen, Divisional Committee Member of Mad Division of Maoists, surrendered along with one Insas rifle, 3 magazines (47 rounds) and one wireless set, the officer said.",Maoist,Maoist,Maoist
