incident_summary,raw_output,true_civilians,pred_civilians,true_maoist,pred_maoist,true_government_officials,pred_government_officials,true_security,pred_security,true_private_property,pred_private_property,true_mining_company,pred_mining_company,true_government_infrastructure,pred_government_infrastructure,true_non_maoist_armed_group,pred_non_maoist_armed_group,true_no_target,pred_no_target
"The bullet-ridden dead body of a person, suspected to have been killed by the CPI-Maoist, was found in the Lalgarh area of West Midnapore District taking the death toll in the region over the past three days to six even as incidents of exchange of fire between Maoists and Security Forces took place at several places in the morning hours. Villagers found the body of Dhanpati Murmu, District Secretary of the Jharkhand Party, on the outskirts of Khasjungle village early in the morning, Manoj Verma, District Superintendent of Police said.",Government Officials,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
A joint team of District Police and STF destroyed a temporary CPI-Maoist camp in a forested patch near Kelam village under Mardapal Police Station in Kondagaon District.,Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A TPC cadre, identified as Ashish Sao, was arrested, who was undergoing treatment at a private hospital in Ranchi District since May 15.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Four cadres of the CPI-Maoist including three women were killed in an encounter with the Greyhounds, the elite anti-Maoist force, in Visakhapatnam District.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Babita, the Uttar Pradesh unit chief of the Women Guerrilla Squad of the CPI-Maoist carrying a head money of INR 20,000, was arrested from Mau village near the Vijaygarh Fort by the Sonebhadra District Police. A .9 mm pistol of American make and six cartridges were recovered from her possession. With the arrest, Police claimed to have exposed some Maoist plans, including the one to blow up the Sasaram Jail in Bihar. Ram Kumar, the District Superintendent of Police, said, ""Babita, who joined the extremist movement five years ago, was wanted for murder, dacoity and robbery. The cash reward on her head was announced from Lucknow in 2006.""","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The CPI-Maoist cadres set ablaze 14 vehicles and equipment of a construction company engaged in a track-doubling project near Turki railway station in Muzaffarpur District. A group of about 50 Maoists stormed into the project office of M/S Hari Construction Company around 2 a.m., SSP Ranjeet Kumar Mishra said. The Maoists also assaulted three security guards. The arson was allegedly due to non-payment of 'levy' by the company, SSP Mishra added.","Private Property, Security",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"Purna alias Ramesh Mambalika, a top Maoist, an explosive expert and a master in making landmines, was arrested from his native village at Tubuni in the Gudari Police Station area of Rayagada District. Five landmines and an equal number of guns, ammunition including gelatins and 15 kilograms of splinters used in the making of landmines were recovered.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A CRPF trooper was critically injured in a bomb blast in the Dantewada District. The trooper, who was member of a Police combing team, was injured when he stepped on a pressure bomb planted in a thickly forested pocket, some 500 kilometers south of State capital Raipur.",Security,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"The Police raided the house of one Rajesh Kumar at Chauher village in Arwal District and seized three rifles, one pistol, 18 rounds of ammunition, ASP Manoj Kumar said. Ganja pouches and liquor bottles were also found in the possession of Kumar, who could have links with the CPI-Maoist, the ASP said.","Security, Private Property",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"The CPI-Maoist cadres attacked Kamalur railway station in the Dantewada District. ""About 100 Maoists cordoned off Kamalur railway station and took hostage all the staff members,"" officials of Bhanshi Police station said. The Maoists fled after taking away a walkie talkie set, three pieces of magnet phones, two pieces of control phones, one WLL phone, signal torch and other equipments from the railway station. However, none of the railway staff were harmed.","Government Infrastructure, Civilians",0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"The Maoists killed a contractor, identified as Mohd Itar Mahamad in Bargarh District. Mahamad - was entrusted with the construction of a check dam at Patrapali, under Paikmal block in the District. Itar hailed from a neighbouring Badtunda village.",Government Officials,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Seven village guards launched a search for Former Sarpanch Mistu Khara and a Naib Sarpanch Raju Khara but they were also taken hostage in Malkangiri District. Five of the village guards were later set free.,"Government Officials, Security",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"A Congress leader was severely injured when the CPI-Maoist cadres fired at him at his residence in Eturunagaram. According to information, five Maoists went to M.P.P. Jadi Laxmi's house at 7.30pm (IST) and immediately opened fire on her and her husband Rammurthy. Her husband sustained bullet injuries in his arm and leg. The Maoists branded him as Police informer and tried to eliminate him.","Government Officials, Private Property, Civilians",1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"Chandrasekhar Gorebale, a cadre of the Karnataka State Committee of the CPI-Maoist was arrested at Aija village of Mahabubnagar District.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A CRPF team arrested Gambhir Singh Bhumij (38), an armed Maoist and active Maoist propagandist from Indurbati village in Patamda Police Station area in East Singhbhum District.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A constable of CRPF was injured in an explosion that took place in Gorgunda village under Polampalli Police Station in Sukma District. The constable identified as Devendra Kumar suffered multiple injuries in the blast, said Sukma ASP.",Security,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"A CPI-Maoist cadre was killed in an encounter during a joint operation by Central Reserve Police Force, Special Operations Group, Keonjhar and Angul Police near Mundatopa village within Kanjipani Police limits in Keonjhar District. Police have recovered three guns, three kitbags, tiffin box, posters and leaflets from his possession.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A CPI-Maoist linkman and two suspected cadres from West Midnapore District [West Bengal] were arrested by the Odisha and West Bengal Police in Cuttack District, Police said in Jhargram.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A woman Maoist cadre was arrested along with cash, arms and ammunition at Manoharpur in Maoist-hit West Singhbhum District. ""Acting on a tip-off, she was apprehended with INR 400,000, a 9 mm pistol and 12 rounds of cartridges,"" SP, A K Singh said.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two CPI-Maoist cadres were arrested during a joint search operation in a jungle in Bijapur District.,Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A BSF trooper was injured during an anti-mining operation when he stepped on a landmine planted by Maoists at a place between Konde and Chhindpal village in Badgaon Police Station area of Kanker District.,"Security, Maoist",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PCPA members ransacked a few houses near Jhargram town in West Midnapore District and fired shots in the air.,"Civilians, Private Property",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Three CPI-Maoist cadres, including two women militia members and an armed squad leader, were arrested from a forest area in Khammam District of Andhra Pradesh.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Three persons were shot dead by suspected cadres of the CPI-Maoist in separate incidents at Lalgarh in West Midnapore District. The victims were Bikash Mahato, a local Congress party leader, Shankar Pal, a supporter of the ruling CPI-M, and Haripada Mahato, a Jharkhand Party worker.","Government Officials, Civilians",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Five Naxalites belonging to various outfits surrendered before the Superintendent of Police of Warangal District. The surrendered extremists include the CPI-Maoist Gadchiroli divisional committee member of Dandakaranya special zonal committee, K Rajamouli alias Ravi and his wife Sushila alias Naveena, deputy commander of Sironcha dalam.","Maoist, Security",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Three IEDs, weighing five kilograms each, planted by the CPI-Maoist, were recovered by SFs in Sukma District. The IEDs were unearthed by a team of CRPF coming under Tongpal Police Station limits while they were out on patrolling, a Police official informed. SFs spotted a suspicious wire connection and later discovered three IEDs, placed in steel containers, hidden beneath the earth in the forest pocket on a roadside, said Police official. Besides, 16 meter Electric Wire, a detonator and five gelatine rods were also recovered from the spot, the Police official added.",Security,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Cadres of the CPI-Maoist detonated a mine explosion targeting the officer in charge of Pottangi Police station in the Koraput District. The officer, however, narrowly escaped.",Security,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"A CPI-Maoist 'zonal commander' Ram Mohan Munda, one of Jharkhand's top Maoists who carries INR One Million cash reward, was arrested with two aides after a brief encounter with the SF personnel on the outskirts of Ranchi District of Jharkhand. Ram Mohan's career in LWE spans more than a decade. He also led a special armed guerrilla group known as 'Ram Mohan dasta'. In 2008, Ram Mohan with Kundan Pahan, another top Maoist 'commander', looted INR 50 million from ICICI Bank cash van and also murdered Tamar MLA Ramesh Singh Munda and a DSP besides several other acts of violence in past. The names of the two aides have not been disclosed. They are dasta members whose profile record is not available with Police.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Suspected CPI-Maoist cadres fired three shots targeting a chopper in which a parliamentarian of the ruling BJP was travelling for an election campaign, the Chhattisgarh Police said. However, the extremists missed the intended target. The incident took place in Kanker District's thick forested Koilibera area in Antagarh assembly constituency, some 250 kilometres south of the capital Raipur. Maoists fired three shots when the chopper took off from a stadium at Kolibera. The chopper was carrying three persons - all BJP leaders, including party MP Sohan Potai.",Government Officials,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Two security force personnel belonging to the Mizo battalion were injured in an attack by the CPI-Maoist cadres at Golapalli in the southern Bastar region. The incident occurred when the SF personnel passing through the area were attacked by the Maoists hiding in the hills.,"Security, Maoist",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"One CPI-Maoist cadre, Sanjit Sah, surrendered before A. K. Singh, Officer-in-Charge of Adhaura Police station, in the Kaimur District. Sah was wanted in several cases of violence, including murder. He laid down a rifle looted from Police, 88 rounds of ammunition and a hand grenade. According to Police sources, he would be produced before a court.",No Target,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Police arrested four CPI-Maoist sympathisers from Jharapur under Kuchinda sub-division and Ranigula village of Sambalpur District. They were identified as Tapan Naik of Jharapur village and Mukunda Naik, Santosh Munda and Bimal Topno of Ranigula village. Police said they were providing shelter to the Maoists and also storing their arms and ammunition.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CPI-Maoist conducted a Kangaroo Court in Manjhar village in Gaya District, and punished Ranjit Malakar, a school teacher for reportedly molesting a girl student of 7th standard of his school.",Civilians,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Five cadres of the CPI-Maoist, including two women, were arrested by SFs from Madikeda village under Kotagad Police Station limits in Kandhamal District. According to Kandhamal SP Jayanarayan Pankaj, the arrested persons were involved in the murder of Sitaram Uthansingh and Peter Sunamajhi at Jubaguda village on August 4. They were tracked down as per the statement of an eyewitness of the murders. The arrested persons were identified as Tripati Kapat Majhi (23), Andrew Mallik (24), Sebastian Mallik (45) and two women Radhika Mallik (19) and Lurdu Patamajhi (19). SFs seized a large amount of explosive material, battery and wire used to detonate landmines, Maoist banners and posters from their possession.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An elderly tribal man and his son, who went missing from home last week and may have been abducted by the CPI-Maoist cadres, were found dead in the Maoist-affected forests of Kuchai in Seraikela-Kharsawan District, 80 kilometres from Jamshedpur.",Civilians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A ‘zonal commander’ of the CPI-Maoist, identified as Bachu Rajwanshi, was arrested from his hideout at Rawna village under Koch Police station of Gaya District. According to the Superintendent of Police, Amit Jain, Rajwanshi was, wanted in connection with three major attacks on Police stations in Bihar, including the July 2003 attack on Paraiya Police station in the District in which four Policemen were killed and six firearms, besides a huge quantity of ammunition were looted. He was also wanted in connection with the attacks on Rajpur and Baghaila Police stations in the Rohtas District in which seven Policemen were killed and several firearms and ammunition were looted.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SFs arrested two Maoist sympathisers from Choi under Churchu Police Station of Hazaribagh District.,Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
