incident_summary,raw_output,true_armed_assault,pred_armed_assault,true_arrest,pred_arrest,true_bombing,pred_bombing,true_infrastructure,pred_infrastructure,true_surrender,pred_surrender,true_seizure,pred_seizure,true_abduction,pred_abduction
"The Chhattisgarh Police arrested an alleged Maoist and a journalist and seized 160 rounds of SLR rifle and pistol in Raipur District. Senior Superintendent of Police (SSP) Deepanshu Kabra said that a Maoist identified as Bablu was arrested and ammunition along with a pistol was recovered from him. Besides, a journalist identified as Sheikh Anwar who had allegedly procured weapons and ammunition for the Maoists was also arrested. Kabra said that Anwar works as a journalist in the Maoist-affected Kota area. He along with one Ishaq Khan from Andhra Pradesh had procured the rounds either from Police or the Paramilitary Forces for supply to the Maoists and Police are on the lookout for Ishaq, the SSP said.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,1,1,0,0
A former mukhiya of Murumguttu village in West Singhbhum District was killed by unidentified assailants near his house.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Around 40 armed Maoist cadres torched two vehicles and one vibrator machine of a contractor, engaged in road construction, near Badakendu along Turekali-Makhan road in Bolangir District. The Maoists also warned the administration to facilitate drinking water and medical facility to the people of the area through some posters.",Infrastructure,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Two persons, identified as Asit Mahato and Girija Mahato, were shot dead by the CPI-Maoist cadres at Aguiboni in West Midnapore District. A landmine was also detected near the bodies but was later defused by the SFs,"" he added.","Armed Assault, Bombing",0,1,0,0,1,1,0,0,0,0,0,0,0,0
"CPI-Maoist cadres attacked the Railway Protection Force barrack at Manoharpur railway station in the West Singhbuhm District. However, no causalities were reported.","Armed Assault, Infrastructure",1,1,0,0,0,0,0,1,0,0,0,0,0,0
"Two cadres of the CPI-Maoist, allegedly involved in the killing of 10 CISF personnel at the NALCO plant in Damanjodi in Koraput District in April 2009, were arrested from Rayagada District late in the night. The Maoists, identified as Tuda Jagaranka and Gahi Jagaranka, aged between 25 and 30 years, were arrested during combing operations by the elite anti-Naxal force Special Operation Group at Seriguda in the Gudari area, the Rayagada District Superintendent of Police A. K. Singh said.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Top Maoist leader Daya of AOBZC escaped from the clutches of SOG troopers in Panasput village under Padua Police limits in Koraput District. According to sources, an exchange of fire took place between Police and CPI-Maoist cadres for several hours in the forest. On a tip off that Daya and some Maoists of Chhattisgarh were camping in the forest, Police launched an extensive combing operation. During this time, the Maoists opened fire and the SOG troopers retaliated.","Armed Assault, Seizure",1,1,0,0,0,0,0,0,0,0,1,1,0,0
"G Venkanna, a former cadre of the CPI-ML-Janashakti was arrested on extortion charge by a Police team near Karepalli crossroads at Yellendu in Khammam District. A country-made revolver was recovered from his possession.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,1,1,0,0
"Two CPI-Maoist cadres including a women, identified as 'sub-zonal commander' Prakash Rana, alias Samardeep and Anjali Hembram, surrendered with a pistol and a rifle before Police in Giridih District.","Surrender, Seizure",0,0,0,0,0,0,0,0,1,1,0,1,0,0
"CPI-Maoist ‘Andhra State Secretary’, Burra Chennaiah alias Madhav was killed in an encounter along with seven Maoists, including five women, near Davaboyinapenta village in the Nallamala forest of Prakasam District.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The cadres of the CPI-Maoist shot dead two persons at Lanjo village in West Singhbhum District.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Three tribals were killed by CPI-Maoist cadres at Lakkavaram forest area in G.K. Veedhi mandal of Visakhapatnam District.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"A group of about 50 cadres of the CPI-Maoist, armed with sophisticated weapons, raided Chirogora village in Purulia District and shot dead three activists of the Forward Bloc party after dragging them out of their houses.","Armed Assault, Seizure",1,1,0,0,0,0,0,0,0,0,0,1,0,0
Two more Maoists were arrested in Kaudi forest bordering Keonjhar-Sundargarh-Angul and Deogarh Districts during combing operation and as many country made guns were seized from their possession.,"Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,1,1,0,0
The cadres of the CPI-Maoist exploded three landmines and opened fire at joint forces in Bibihari-Madhupur and Keodesole forest areas of West Midnapore District during a raid.,"Bombing, Armed Assault",1,1,0,0,1,1,0,0,0,0,0,0,0,0
"Three Maoist 'commanders' were arrested. Ajay Yadav alias Nandu, a sub-zonal commander of the CPI-Maoist, was arrested from Charaki village in Chatra District. The other two were arrested from Badigaha village of the same District. One of them was identified as Jamuna alias Jethan Paswan, a zonal commander of the Kisan Krantikari Committee, a frontal organization of the CPI-Maoist. Police have seized two revolvers, live cartridges and Maoist literature from the arrested Maoists.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,0,1,0,0
"CPI-Maoist cadres shot dead two civilians near Hebri in the Udupi District on. A six-member gang of Maoists intruded into the house of a school teacher, Bhoja Shetty, and fired indiscriminately, killing him on the spot. Maoists also shot his brother-in-law, Suresh Shetty, who succumbed to his injuries in the hospital.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Acting on a tip off, SFs seized 314 kilogram of explosives in Tamar Block of Ranchi District of Jharkhand.","Seizure, Bombing",0,0,0,0,0,1,0,0,0,0,1,1,0,0
SFs recovered six IEDs and two pipe-bombs planted under a road in Bayanar Police Station limits of Kondagaon District.,"Seizure, Bombing",0,0,0,0,1,1,0,0,0,0,0,1,0,0
"Two CPI Maoist cadres were killed and a cache of arms was seized following a prolonged encounter between the SFs and the insurgents in the forests of Gudabeda and Nichebeda villages under the Koyalibeda Police Station limits Kanker District, Chhattisgarh.","Armed Assault, Seizure",1,1,0,0,0,0,0,0,0,0,0,1,0,0
Police arrested three CPI-Maoist cadres from Jhadapapda village under Pendry Police station limits of Gadchiroli District. The arrested Maoists were involved in several incidents in neighbouring District of Kanker in Chhattisgarh. The arrested Maoists have been brought to Kanker.,Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Around 11.30 pm (IST), a group of 50-60 cadres of the CPI-Maoist in military fatigue raided the house of a local leader of the ruling CPI-M, Badan Paramanik, in Burudih village in Purulia District. Badan, whose name figures on the Maoist hitlist, had been staying away from home for some time. Failing to find him, the Maoists assaulted his son Goutam and wife Sabitri outside their home and warned that all of them would be killed if Badan did not quit the party immediately. They set ablaze to a haystack in the house before leaving. The Maoist group then went to the house of Chunnu Gorai at the other end of the village and asked him to hand over his licensed gun. ""As I refused to do so, they threatened to blow up my house using landmines. My wife then urged me to hand over the gun and I did so. The Maoists left, but only after hurling a few bombs outside our house in a bid to create panic among villagers,"" Gorai said.","Armed Assault, Infrastructure, Seizure, Bombing",1,1,0,0,1,1,1,1,0,0,0,1,0,0
"A Maoist cadre, identified as Sanyasi Sagria (18), surrendered before SP, Ashish Singh in Balangir District.",Surrender,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"The Nalgonda District Police killed four CPI-Maoist cadres in an encounter on the outskirts of Yelamanagudem village in Gurrampodu mandal (administrative division). Unconfirmed sources said that a senior second rung leader, Betharaju Narasimha alias Mukku Ravi alias Janardhan, was among those killed. Superintendent of Police Vijay Kumar said that two to four Maoists might have managed to escape.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
An exchange of fire between the Police and the Maoists was reported in Tapdole forest under Takaurgarh Police Station limits in Angul District.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
A huge cache of explosives including 28 petrol bombs was recovered during a search operation by security personnel in Gariyaband District in restive forests of Karlajhar village.,"Seizure, Infrastructure",0,0,0,0,0,0,0,1,0,0,1,1,0,0
"Police arrested Joydeb Mahato, spokesperson of the Maoist-backed PCPA, from a village in Jhargram in West Midnapore District.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CPI-Maoist cadres killed a resident of Kothi village in Gadchiroli District after labelling him as a Police informer.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Six left-wing extremists belonging to the Jharkhand Badshah group were arrested from several remote villages in Sundargarh District during raids on their hideouts. The extremists were operating in Raibaga, Biramitrapur, Hatibari and Rajgangpur Police limits.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,0,1,0,0
ADG (headquarters) P. K. Thakur said Police busted a Maoist camp at Dhakanchua forest in Gaya District,Seizure,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Around 50 to 60 armed cadres of the CPI-Maoist raided Sewai village in the Gaya District and abducted two cadres of the rival Sashashtra People's Morcha.,"Armed Assault, Abduction",1,1,0,0,0,0,0,0,0,0,0,0,0,1
Six Police personnel and a civilian were killed and one Policeman went missing when the CPI-Maoist cadres blew up their vehicle in the Gumla District.,"Bombing, Armed Assault",0,1,0,0,1,1,0,0,0,0,0,0,0,0
"The CPI-Maoist cadres set ablaze a dumper of Bihar State Bridge Corporation and assaulted labourers at Piprahighat in Sitamarhi District. Over 25 Maoist cadres surrounded the place where work was in progress, sprayed kerosene and petrol to set ablaze the dumper, sources said.","Infrastructure, Armed Assault",1,1,0,0,0,0,1,1,0,0,0,0,0,0
Gavaskar Nayak (27) was arrested in Kandhamal District for allegedly giving shelter to CPI-Maoist leaders in his house.,"Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,0,1,0,0
"The Police unearthed two arms dumps, including country made fire arms manufacturing material, of the CPI-Maoist in the Chandampet area of Nalgonda District and recovered a 7.62 SLR, two .410 muskets and one 30-M1 rifle carbine without magazines.",Seizure,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Cadres of the CPI-Maoist killed Ajay Yadav of Nimiadih Tola village in Garhwa District suspecting him to be a Police informer.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
A group of 25 Maoists travelling in a truck set afire a private bus at Ramleela Gachhi under Deoria Police Station area and a mobile tower at Pokhraira village under Jaintpur Police outpost in Muzaffarpur District.,Infrastructure,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"The CPI-Maoist cadres shot dead Naresh Das, the husband of Pancha Devi, village head of Nazari panchayat (village level local administration body) under Lakhmipur block in the Jamui District.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"The attack was in retaliation of the killing of Pulusu Venkanna, a village secretary of the CPI-ML-New Democracy, at Polaram in the same District on December 29-night by the CPI-Maoist cadres.","Armed Assault, Infrastructure",1,1,0,0,0,0,0,1,0,0,0,0,0,0
"The Police arrested two persons identified as K. Sambaiah (45) and P. Prasad alias Babu (32) from Huzurabad Sub-Division in Karimnagar District. Sambaiah, a resident of Kazipet and Babu from Ramagundam mandal procured a tapancha and an air-pistol and started extortions pretending to be Naxalites (LWE), SP N. Shivashankar Reddy said. The Police recovered a tapancha, an air-pistol, a motorcycle and INR 3, 000 cash from their possession.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,1,1,0,0
"A CPI-Maoist 'commander', identified as Rigu Muriya (25), carrying a reward of INR 100,000 on his head, was arrested in Kondagaon District. Muriya was arrested from the forests of Chema village under Mardapal Police Station limits, Kondagaon SP J. S .Watti said.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"CPI-Maoist cadres were arrested from separate places in Bijapur District. Three of them were allegedly involved in the murder of a Police jawan in November 10. Four others were held today (December 20) from two different places under Bhairamgarh police station limits,"" according to Bijapur SP, KL Dhruv.  Another CPI-Maoist cadre, identified as Aaytu alias Doba (26), was arrested from a separate place in Bhairamgarh",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Five Maoists suspected to have been involved in operations against Police forces were arrested from two locations in Bijapur District of Chhattisgarh. Potam Shankar (28), Araiya Dinesh (19) and Araiya Ganpat (19) were arrested from Gauraram village under Maded area of the District by a joint patrolling team of District Police, Chhattisgarh Sashastra Dal and CRPF. Another joint team arrested Pinnapalli Rajesha (22) and Gavdi Nagaiya (20) from Sairkonta village under Cherpally Police limits.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
A Policeman was injured when the CPI-Maoist cadres attacked a Police outpost at Baunsajhar in the Biramitrapur Police station area of Sundergarh District.,"Armed Assault, Infrastructure",1,1,0,0,0,0,0,1,0,0,0,0,0,0
