incident_summary,total_fatalities,first_action,incident_number,count_bin
SFs intensified combing operations in Bakrakocha forest under Gurabanda Police Station area of Ghatshila in East Singhbhum District following an encounter with the Maoists.,0,Armed Assault,808151601.0,0
"CPI-Maoist cadres killed a former Maoist turned ""Police informer"" at Murkundo village under Dumri Police Station of Giridih District. Maoists also alleged that the victim, Dinesh Hembram, would collect levy across the region in their name. The victim, a shopkeeper, was earlier associated with the Maoists and had been jailed for his involvement in several Maoist-related incidents in Dumri areas a few years ago.",1,Armed Assault,808151602.0,1
"Suspected Naxalites beheaded a 50-year-old man, identified as Jagran Manjhi, in Hesakocha village under Chowka Police Station area in Chandil of Seraikela-Kharsawan District.",1,Armed Assault,808161401.0,1
"A JJMP cadre identified as Diwakar Singh was killed by a rival Naxal outfit, Tritiya Prastuti Committee (TPC), at Chudia village in Latehar District. The incident occurred when over 40 TPC cadres camping in Chudia village were surrounded by 60-70 JJMP cadres which led to exchange of fire between the two sides.",1,Armed Assault,808161402.0,1
"CPI-Maoist cadres attacked a jeep belonging to security personnel of the Central Coalfield Limited (CCL) while they were on patrol duty at the Swang coalmines in the Bokaro District. The security personnel reportedly surrendered to the Maoists and handed over their rifles to save their lives. The Maoists then set ablaze the jeep before escaping. According to official sources, non-payment of extortion money was the reason behind the attack.",0,Armed Assault,808170701.0,0
"A 10-year-old girl, identified as Gayatri Kumari, a resident of Ulilohor village in Ranchi, was among two persons killed in an attack by the CPI-Maoist on a passenger vehicle on the National Highway-33 near Tamar, 70 kilometers from capital Ranchi. Four others, including the driver of a truck caught in the firing, sustained injuries. The Bundu Sub-Divisional Police Officer (SDPO) Anand Joseph Tigga said around 9am (IST), a group of six motorcycle borne Maoists, armed with self-loading rifles (SLR) and explosives, emerged from the forests flanking the highway and targeted a jeep carrying eight persons and a truck between Duwarsini and Rangaon in the Tamar area.",2,Armed Assault,808170901.0,2
"Cadres of the CPI-Maoist shot dead contractor D. Pal in Ghatshila in East Singhbhum District suspecting him a Police informer, Jharkhand Police said.",1,Armed Assault,808171001.0,1
At least four CPI-Maoist cadres were injured in an encounter with security personnel at Samarbagh under Harihargunj Police Station limits of Palamau District.,0,Armed Assault,808171401.0,0
"Two CPI-Maoist cadres were killed in an encounter with the Police in the Batuka forest area under Keradari Police station of Hazaribag District. Hazaribag Superintendent of Police Praveen Kumar Singh told, ""While one body of a Maoist was found, the other one was taken away by the Maoists after the encounter late last night"". Police sources said that the Maoists had called for a general strike in Jharkhand on that day. The Maoist group was being led by Maoist zonal commander, Krishna Yadav when the encounter occurred. A self-loading rifle, one .303 rifle, some ammunition and INR 171000 were recovered from the encounter site.",2,Armed Assault,808190801.0,2
A major disaster was averted when the SFs detected 20 IEDs in the Gaganpur area in Latehar District.,0,Bombing,808201102.0,0
"CPI-Maoist cadres have slit the throat of one Amit Singh, the main accused in the abduction and murder of a headmaster and his sister, identified as Prakash Toppo and Saroj Toppo, in Ghaghra of Gumla District.",1,Armed Assault,808201401.0,1
A villager was shot dead while a couple of houses were damaged by suspected cadres of the CPI-Maoist at Jamua village in the Ghatsila sub-divison of East Singhbhum District.,1,Armed Assault,808210901.0,1
Two Police personnel were killed and another injured in six landmine blasts triggered by the CPI-Maoist cadres at two different places under Barwadih Police station of Latehar District.,2,Bombing,808220601.0,2
"The CPI-Maoist cadres blew up a railway track in the Latehar District. Train services were, consequently, disrupted between the Barwadih-Barkakana route following the incident. About 20 insurgents exploded the track between Kumundi and Hehegarha railway Stations, about 150 kilometers from capital Ranchi, the Latehar Railway Station Master P.N. Tiwari said. The blast occurred at 6.30am after the Rajdhani Express crossed the spot at 5.30am. Latehar Superintendent of Police Kuldeep Diwedi, however, said the blast was not targeted at any train.",0,Bombing,808240901.0,0
SFs had an encounter with the cadres of the CPI-Maoist in a forest near Basadera village in Ghatsila of East Singhbhum District. The encounter started as SFs retaliated when Maoists shot at them during a patrol in the village.,0,Armed Assault,808241001.0,0
"The CPI-Maoist cadres blew up a mobile tower in the Latehar District. The extremists went to Lali village, packed explosives inside the tower and triggered the blast, Police said. This is the third mobile tower to be blown up by the Maoists in two days. Maoists in Latehar assaulted the owner of the land on which the Airtel tower, which the Maoists had exploded on August 25, existed when the latter offered resistance. ""The rebels branded Santosh Thakur and his son, Sanjay, Police informers to justify the punishment,"" a source said on August 26.",0,Bombing,808250901.0,0
"Maoists blew up railway tracks between Goelkera and Sonua Stations under the Chakradharpur division at around 10.30pm (IST). Though the explosion did not cause much damage, it affected the movement of trains.",0,Bombing,808250903.0,0
"PLFI cadres have allegedly killed a 45-year-old woman, identified as Gangi Devi and her teenage daughter - Phoolmani Kumari, at Silda Bududih village under Khunti Police Station limits of Khunti District.",2,Armed Assault,808251402.0,2
"A CPI-Maoist cadre was killed in an encounter with the Police in a forest close to Matiari village under Bero Police station of the Ranchi District. The slain extremist, Charku Oroan, worked under the outfit's sub-zonal commander Uday Oraon. The Inspector General of Police, S.N. Pradhan, said the Police seized a carbine, a rifle, a pistol, a can bomb, magazines, 23 live cartridges and Maoist literature from the encounter site.",1,Armed Assault,808260801.0,1
"The CPI-Maoist cadres opened fire at a make shift CRPF camp at Bundu, killing a villager and injuring one CRPF trooper. Armed Maoists attacked the camp located in a school, about 50 kilometres from Ranchi, at around 11pm (IST), Deputy Inspector General of Police, R.K. Mullick, said.",1,Armed Assault,808260901.0,1
"Maoists ambushed a van carrying unarmed personnel of the Special Security Force (SAF) to Netarhat, killing one and injuring another in the Latehar District, Police said on August 27. Six SAF personnel had been to Commander Balvinder Singh's house to pick him back to the camp on August 26 when Maoists fired randomly on them on Netarhat-Mahuatand road near Charmunda Valley, SP Kuldeep Dwiwedi said.",1,Armed Assault,808260903.0,1
"During a search operation, Police recovered five powerful landmines planted by the CPI-Maoist cadres under a culvert on a road near Pilpilo More under Navadih Police Station in Bokaro District. The landmines weighing about 20 kilograms were in active position. A bomb disposal squad later destroyed the landmines.",0,Bombing,808271101.0,0
"Four persons, including a 12-year-old girl and a woman, were killed and another injured by the CPI-Maoist cadres who raided a civilian's home on the outskirts of Ranchi.",4,Armed Assault,808280901.0,3-5
"Two cadres of the PLFI-a splinter group of the CPI-Maoist, were killed in an encounter with the SF personnel during an anti-Naxal operation in Madhatu village under Arki Police Station in Khunti District.",2,Armed Assault,808281501.0,2
"CPI-Maoist cadres killed a man, identified as Kishan Sahu, in a weekly market at Singpura under Gurabandha Police Station limits in Ghatshila Sub-Division of East Singhbhum District.",1,Armed Assault,808291401.0,1
"12 Police personnel were killed when the vehicle they were travelling in was blown up in a landmine blast in the East Singhbhum District. Deputy Superintendent of Police Madhusudan Bari told that the Policemen led by sub-inspector Ravi Kant, in-charge of the Digha Police picket, were on a long range patrol when the landmine planted by suspected CPI-Maoist cadres exploded near Burudih dam. All the 12 occupants of the vehicle died on the spot.",12,Bombing,808300801.0,10+
"The cadres of the CPI-Maoist killed a villager, identified as Joseph Kandulana (50), suspecting him as a Police informer in Khunti District. The dead body was recovered near Ulung forest under Rania Police Station in the District, the Police said.",1,Armed Assault,808301001.0,1
"A Maoist was killed and a training camp of the CPI-Maoists was destroyed during a fierce encounter between the Maoists and the SF personnel at Marangpur in Khunti District. Personnel of the CRPF, Jharkhand Jaguar Force (JJF) and State Police were involved in the operation. Two IEDs each weighing 40-kilogrammes and detonators were recovered from the Maoist camp after the encounter. Four UPS and inverters used in operating computer sets, wireless sets, flash lights and other materials were also recovered.",1,Armed Assault,808301002.0,1
